collectioncode,catalognumber,scientificname,commonname,datelastmodified,detectedby,receiver_group,station,receiver,bottom_depth,receiver_depth,tagname,codespace,sensorname,sensorraw,sensortype,sensorvalue,sensorunit,datecollected,timezone,longitude,latitude,the_geom,yearcollected,monthcollected,daycollected,julianday,timeofday,local_area,notes,citation,unqdetecid,contact_poc,contact_pi
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 08:50:31,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,8.841944444444445,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148585,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 08:50:40,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,8.844444444444445,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152516,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 08:52:13,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,8.870277777777778,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148586,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 08:54:01,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,8.900277777777777,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152517,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 08:54:03,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,8.900833333333333,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148587,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 08:55:38,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,8.927222222222222,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148588,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 08:57:13,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,8.95361111111111,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148589,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 08:57:26,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,8.95722222222222,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152518,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 08:58:48,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,8.98,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148590,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:00:24,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.006666666666666,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148591,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:02:00,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.033333333333333,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148592,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:02:12,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.036666666666667,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152519,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:03:38,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.060555555555556,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148593,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:05:18,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.088333333333335,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148594,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:05:25,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.090277777777779,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152520,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:07:03,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.1175,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148595,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:10:45,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.179166666666665,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148596,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:12:42,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.211666666666666,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148597,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:14:32,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.242222222222221,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148598,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:16:07,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.268611111111111,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148599,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:17:42,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.295,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148600,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:17:55,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.29861111111111,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152521,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:19:17,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.321388888888889,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148601,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:19:30,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.325,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152522,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:20:53,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.348055555555556,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148602,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:21:05,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.351388888888888,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152523,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:22:28,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.374444444444444,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148603,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:22:40,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.377777777777778,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152524,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:24:04,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.401111111111112,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148604,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:24:16,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.404444444444445,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152525,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:25:41,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.428055555555554,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148605,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:25:52,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.431111111111111,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152526,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:27:20,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.455555555555556,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148606,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:27:28,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.457777777777777,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152527,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:29:02,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.483888888888888,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148607,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:29:07,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.485277777777776,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152528,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2022-01-28,HFX,HFX,HFX261,328,137,133,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:30:50,UTC,-63.14535,44.07994,0101000020E610000022ED35F39A924FC0D6C9198A3B0A4640,2021,8,8,220,9.51388888888889,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2152529,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:30:52,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.514444444444445,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148608,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1393332-2021-08-05,Prionace glauca,blue shark,2021-10-25,HFX,HFX,HFX260,384,144,140,A69-9001-62358,A69-9001,A69-9001-62358,,pinger,,,2021-08-08 09:32:28,UTC,-63.14153,44.08619,0101000020E61000000F03A7881D924FC0A86DC328080B4640,2021,8,8,220,9.54111111111111,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9001-62358-2148609,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
